17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.70,89292/222/35,Week 16,4,17/04/2023 08:45:52,17/04/2023 08:50:24,3.00,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.69,89443/202/49,Week 16,4,17/04/2023 08:49:02,17/04/2023 08:53:16,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,0.12,89623/211/13,Week 16,4,17/04/2023 08:51:23,17/04/2023 08:54:29,0.17,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,0.04,89504/315/8,Week 16,4,17/04/2023 08:24:39,17/04/2023 08:54:56,0.17,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.75,89292/222/36,Week 16,4,17/04/2023 08:50:43,17/04/2023 08:56:07,3.17,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.55,89443/202/50,Week 16,4,17/04/2023 08:53:33,17/04/2023 08:56:11,2.33,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,7.90,89623/211/14,Week 16,4,17/04/2023 08:54:43,17/04/2023 08:57:00,1.50,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.73,89443/202/51,Week 16,4,17/04/2023 08:56:23,17/04/2023 08:59:10,2.33,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,16.18,89504/315/9,Week 16,4,17/04/2023 08:55:13,17/04/2023 08:59:37,3.67,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,2.01,89623/211/15,Week 16,4,17/04/2023 08:57:13,17/04/2023 09:00:05,0.33,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.69,89292/222/37,Week 16,4,17/04/2023 08:56:43,17/04/2023 09:01:06,3.17,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.61,89292/222/38,Week 16,4,17/04/2023 09:01:44,17/04/2023 09:05:55,2.67,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.62,89443/202/52,Week 16,4,17/04/2023 08:59:24,17/04/2023 09:07:28,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,6.86,89623/211/16,Week 16,4,17/04/2023 09:00:44,17/04/2023 09:08:17,1.17,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,16.18,89504/315/10,Week 16,4,17/04/2023 09:02:54,17/04/2023 09:08:46,4.00,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.69,89292/222/39,Week 16,4,17/04/2023 09:06:04,17/04/2023 09:09:36,3.00,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.57,89443/202/53,Week 16,4,17/04/2023 09:07:45,17/04/2023 09:10:29,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,9.36,89623/211/17,Week 16,4,17/04/2023 09:08:35,17/04/2023 09:11:20,1.50,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,16.18,89504/315/11,Week 16,4,17/04/2023 09:09:15,17/04/2023 09:13:06,3.67,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.72,89292/222/40,Week 16,4,17/04/2023 09:10:15,17/04/2023 09:13:10,2.50,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.62,89443/202/54,Week 16,4,17/04/2023 09:10:45,17/04/2023 09:13:34,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.61,89292/222/41,Week 16,4,17/04/2023 09:13:46,17/04/2023 09:17:14,2.83,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,16.15,89504/315/12,Week 16,4,17/04/2023 09:13:16,17/04/2023 09:17:30,3.50,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.47,89443/202/55,Week 16,4,17/04/2023 09:13:46,17/04/2023 09:19:40,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,14.28,89623/211/18,Week 16,4,17/04/2023 09:11:35,17/04/2023 09:20:21,1.83,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.78,89292/222/42,Week 16,4,17/04/2023 09:17:36,17/04/2023 09:21:49,3.17,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,16.13,89504/315/13,Week 16,4,17/04/2023 09:18:06,17/04/2023 09:21:57,3.67,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.55,89443/202/56,Week 16,4,17/04/2023 09:19:57,17/04/2023 09:22:39,2.17,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W1,21 / SR,89623/211,Supplier 1,1631215PL,10.93,89623/211/19,Week 16,4,17/04/2023 09:20:37,17/04/2023 09:23:22,1.83,1000.00,BOBBIN 1.2G3
17/04/2023,Mornings,W5,None,89292/222,Supplier 1,1631216BRE,15.76,89292/222/43,Week 16,4,17/04/2023 09:21:57,17/04/2023 09:25:36,2.83,540.00,BOBBIN 1.2G3
17/04/2023,Mornings,W3,21 / SR,89443/202,Supplier 1,16S1215PRE,22.61,89443/202/57,Week 16,4,17/04/2023 09:22:57,17/04/2023 09:25:50,2.00,1000.00,BOBBIN 1.0
17/04/2023,Mornings,W4,None,89504/315,Supplier 1,16S1016BRE,16.14,89504/315/14,Week 16,4,17/04/2023 09:22:27,17/04/2023 09:26:19,3.33,1000.00,BOBBIN 1.2G3
