17/04/2023,Mornings,W3,21 / SR,1.83,17/04/2023 08:32:20,17/04/2023 08:34:21,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.33,89443/202,89443/202/45,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,22.06,1.83
17/04/2023,Mornings,W5,None,0.67,17/04/2023 08:33:51,17/04/2023 08:35:21,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,3.00,89292/222,89292/222/31,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,14.89,1.67
17/04/2023,Mornings,W5,None,0.50,17/04/2023 08:37:41,17/04/2023 08:39:11,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,3.33,89292/222,89292/222/32,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.67,15.86,1.67
17/04/2023,Mornings,W5,None,0.50,17/04/2023 08:41:21,17/04/2023 08:42:52,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,3.17,89292/222,89292/222/33,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.50,15.41,1.67
17/04/2023,Mornings,W3,21 / SR,5.50,17/04/2023 08:37:21,17/04/2023 08:43:02,reason not entered,null,null,null,16S1215PRE,3.17,89443/202,89443/202/46,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,22.52,2.67
17/04/2023,Mornings,W1,21 / SR,27.33,17/04/2023 08:15:38,17/04/2023 08:44:52,reason not entered,null,null,null,1631215PL,2.00,89623/211,89623/211/10,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.83,3.93,0.17
17/04/2023,Mornings,W3,21 / SR,0.50,17/04/2023 08:45:12,17/04/2023 08:45:52,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.33,89443/202,89443/202/47,Supplier 1,Week 16,4,BOBBIN 1.0,0.33,22.55,2.00
17/04/2023,Mornings,W5,None,0.83,17/04/2023 08:45:02,17/04/2023 08:46:42,Spool Change,Kg Completed,Not Applicable,Not Applicable,1631216BRE,3.00,89292/222,89292/222/34,Supplier 1,Week 16,4,BOBBIN 1.2G3,1.33,16.14,1.67
17/04/2023,Mornings,W3,21 / SR,0.83,17/04/2023 08:48:12,17/04/2023 08:49:12,Spool Change,Kg Completed,Not Applicable,Not Applicable,16S1215PRE,2.50,89443/202,89443/202/48,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,23.17,2.00
17/04/2023,Mornings,W3,21 / SR,2.17,17/04/2023 08:51:23,17/04/2023 08:53:43,reason not entered,null,null,null,16S1215PRE,2.33,89443/202,89443/202/49,Supplier 1,Week 16,4,BOBBIN 1.0,0.50,23.01,1.83
